Recording Transcription Identification,Measure Identification,Year,Date,Recording Start Time,Recording Station Identification,Route Name,Route Identification,Station,UTM Zone,UTM Easting,UTM Northing,Observer,Cloud Cover (%),Wind Speed (Beaufort Scale),Temperature (°C),Background Noise Level,Transcriber,American Ornithologists' Union Species Code,Number of Birds Detected From 0 - 3 Minutes,Number of Birds Detected From 3 - 5 Minutes,Number of Birds Detected From 5 - 10 Minutes,Call Detected During Bird Fly Over,Vegetation Community,Observer Comments,Transcriber Comments,Comments
20637,PANP-02-E5-2016-1,2016,06/06/2016,5:55,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,,,,,Light,1,CORA,2,0,0,FALSE,CP,,hissy recording,
21765,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,WIWR,1,0,0,FALSE,MW,,loud WIWR,
21766,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,BRCR,2,0,0,FALSE,MW,,loud WIWR,
21767,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,BLBW,2,0,0,FALSE,MW,,loud WIWR,
21768,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,OVEN,1,0,0,FALSE,MW,,loud WIWR,
21769,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,MOWA,0,1,0,FALSE,MW,,loud WIWR,
21770,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,SWTH,2,0,0,FALSE,MW,,loud WIWR,
21771,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,CHSP,1,0,0,FALSE,MW,,loud WIWR,
21772,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,AMRO,1,0,0,FALSE,MW,,loud WIWR,
21773,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,RBNU,1,0,0,FALSE,MW,,loud WIWR,
21774,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,PISI,1,0,0,FALSE,MW,,loud WIWR,
21775,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,WTSP,2,0,0,FALSE,MW,,loud WIWR,
21776,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,MERL,1,0,0,FALSE,MW,,loud WIWR,
21777,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,AMCR,2,0,0,FALSE,MW,,loud WIWR,
21778,PANP-04-01-2016-1,2016,19/06/2016,4:40,PANP-04-01,Crean Lake Road,4,1,13U,424201,5981796,,,,,Light,1,RESQ,0,1,0,FALSE,MW,,loud WIWR,
21779,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,BBWA,1,0,0,FALSE,MW,,,
21780,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,MAWA,1,0,0,FALSE,MW,,,
21781,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,BCCH,0,1,1,FALSE,MW,,,
21782,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,WIWR,2,0,0,FALSE,MW,,,
21783,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,SWTH,3,0,0,FALSE,MW,,,
21784,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,BOGU,0,1,0,FALSE,MW,,,
21785,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,GRAJ,1,0,0,FALSE,MW,,,
21786,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,MOWA,0,0,1,FALSE,MW,,,
21787,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,PISI,0,0,1,FALSE,MW,,,
21788,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,FRGU,1,0,0,FALSE,MW,,,
21789,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,AMCR,2,0,0,FALSE,MW,,,
21790,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,COLO,1,0,0,TRUE,MW,,,
21791,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,OVEN,1,0,0,FALSE,MW,,,
21792,PANP-04-02-2016-1,2016,19/06/2016,5:18,PANP-04-02,Crean Lake Road,4,2,13U,423993,5982243,,,,,Light,1,RESQ,0,0,1,FALSE,MW,,,
21793,PANP-04-03-2016-1,2016,19/06/2016,5:54,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,,,,,None,1,WIWR,1,0,0,FALSE,MW,,strangely quiet,
21794,PANP-04-03-2016-1,2016,19/06/2016,5:54,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,,,,,None,1,MAWA,1,0,0,FALSE,MW,,strangely quiet,
21795,PANP-04-03-2016-1,2016,19/06/2016,5:54,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,,,,,None,1,SWTH,0,0,1,FALSE,MW,,strangely quiet,
21796,PANP-04-03-2016-1,2016,19/06/2016,5:54,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,,,,,None,1,WTSP,1,0,0,FALSE,MW,,strangely quiet,
21797,PANP-04-03-2016-1,2016,19/06/2016,5:54,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,,,,,None,1,AMCR,0,0,1,FALSE,MW,,strangely quiet,
21798,PANP-04-03-2016-1,2016,19/06/2016,5:54,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,,,,,None,1,PIWO,0,1,0,FALSE,MW,,strangely quiet,
21799,PANP-04-03-2016-1,2016,19/06/2016,5:54,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,,,,,None,1,RESQ,0,1,0,FALSE,MW,,strangely quiet,
21800,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,BRCR,0,0,1,FALSE,MW,,,
21801,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,PISI,1,0,0,FALSE,MW,,,
21802,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,YRWA,1,0,0,FALSE,MW,,,
21803,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,MAWA,1,0,1,FALSE,MW,,,
21804,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,SWTH,0,1,1,FALSE,MW,,,
21805,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,WIWR,2,0,0,FALSE,MW,,,
21806,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,WTSP,0,1,1,FALSE,MW,,,
21807,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,COYE,1,0,0,FALSE,MW,,,
21808,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,SWSP,2,0,0,FALSE,MW,,,
21809,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,TEWA,2,0,0,FALSE,MW,,,
21810,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,RBNU,2,0,0,FALSE,MW,,,
21811,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,TTWO,1,0,0,FALSE,MW,,,
21812,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,YBSA,0,0,1,FALSE,MW,,,
21813,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,OVEN,1,0,0,FALSE,MW,,,
21814,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,BLJA,0,0,1,FALSE,MW,,,
21815,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,GRAJ,0,1,0,FALSE,MW,,,
21816,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,COLO,0,0,1,FALSE,MW,,,
21817,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,SORA,0,0,1,FALSE,MW,,,
21818,PANP-04-07-2016-1,2016,13/06/2016,5:07,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,None,1,RESQ,1,0,0,FALSE,MW,,,
21819,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,BCCH,0,0,1,FALSE,MW,,good SWTH,
21820,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,RCKI,0,0,1,FALSE,MW,,good SWTH,
21821,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,TEWA,1,0,0,FALSE,MW,,good SWTH,
21822,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,PISI,0,0,1,FALSE,MW,,good SWTH,
21823,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,CHSP,1,0,0,FALSE,MW,,good SWTH,
21824,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,WTSP,1,0,0,FALSE,MW,,good SWTH,
21825,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,BBWA,1,0,0,FALSE,MW,,good SWTH,
21826,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,RBNU,0,0,1,FALSE,MW,,good SWTH,
21827,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,WIWR,1,0,0,FALSE,MW,,good SWTH,
21828,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,SWTH,2,0,0,FALSE,MW,,good SWTH,
21829,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,OVEN,1,0,1,FALSE,MW,,good SWTH,
21830,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,GRAJ,0,0,1,FALSE,MW,,good SWTH,
21831,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,REVI,1,0,0,FALSE,MW,,good SWTH,
21832,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,COLO,0,1,0,FALSE,MW,,good SWTH,
21833,PANP-04-08-2016-1,2016,13/06/2016,5:39,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,1,RESQ,0,0,1,FALSE,MW,,good SWTH,
21834,PANP-04-09-2016-1,2016,13/06/2016,6:36,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Moderate,1,OVEN,2,0,0,FALSE,MW,,breezy,
21835,PANP-04-09-2016-1,2016,13/06/2016,6:36,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Moderate,1,BBWA,2,0,1,FALSE,MW,,breezy,
21836,PANP-04-09-2016-1,2016,13/06/2016,6:36,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Moderate,1,PISI,2,0,0,FALSE,MW,,breezy,
21837,PANP-04-09-2016-1,2016,13/06/2016,6:36,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Moderate,1,BRCR,0,0,1,FALSE,MW,,breezy,
21838,PANP-04-09-2016-1,2016,13/06/2016,6:36,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Moderate,1,REVI,1,0,0,FALSE,MW,,breezy,
21839,PANP-04-09-2016-1,2016,13/06/2016,6:36,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Moderate,1,SWTH,3,0,0,FALSE,MW,,breezy,
21840,PANP-04-09-2016-1,2016,13/06/2016,6:36,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Moderate,1,TTWO,0,0,1,FALSE,MW,,breezy,
21841,PANP-04-09-2016-1,2016,13/06/2016,6:36,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Moderate,1,RBNU,0,1,0,FALSE,MW,,breezy,
21842,PANP-04-09-2016-1,2016,13/06/2016,6:36,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Moderate,1,CEDW,1,0,0,FALSE,MW,,breezy,
21843,PANP-04-09-2016-1,2016,13/06/2016,6:36,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Moderate,1,RESQ,1,0,0,FALSE,MW,,breezy,
21844,PANP-04-10-2016-1,2016,13/06/2016,7:06,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,1,RBNU,1,1,0,FALSE,MW,,breezy,
21845,PANP-04-10-2016-1,2016,13/06/2016,7:06,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,1,BBWA,2,0,0,FALSE,MW,,breezy,
21846,PANP-04-10-2016-1,2016,13/06/2016,7:06,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,1,MAWA,1,0,0,FALSE,MW,,breezy,
21847,PANP-04-10-2016-1,2016,13/06/2016,7:06,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,1,OVEN,2,0,0,FALSE,MW,,breezy,
21848,PANP-04-10-2016-1,2016,13/06/2016,7:06,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,1,CEDW,2,0,0,FALSE,MW,,breezy,
21849,PANP-04-10-2016-1,2016,13/06/2016,7:06,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,1,CHSP,2,0,0,FALSE,MW,,breezy,
21850,PANP-04-10-2016-1,2016,13/06/2016,7:06,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,1,PISI,1,0,0,FALSE,MW,,breezy,
21851,PANP-04-10-2016-1,2016,13/06/2016,7:06,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,1,REVI,0,1,0,FALSE,MW,,breezy,
21852,PANP-04-11-2016-1,2016,13/06/2016,7:41,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,1,SWTH,1,0,0,FALSE,MW,,windy,
21853,PANP-04-11-2016-1,2016,13/06/2016,7:41,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,1,REVI,2,0,0,FALSE,MW,,windy,
21854,PANP-04-11-2016-1,2016,13/06/2016,7:41,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,1,MAWA,2,0,0,FALSE,MW,,windy,
21855,PANP-04-11-2016-1,2016,13/06/2016,7:41,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,1,CEDW,1,0,0,FALSE,MW,,windy,
21856,PANP-04-11-2016-1,2016,13/06/2016,7:41,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,1,WIWR,1,0,0,FALSE,MW,,windy,
21857,PANP-04-11-2016-1,2016,13/06/2016,7:41,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,1,OVEN,1,0,0,FALSE,MW,,windy,
21858,PANP-04-11-2016-1,2016,13/06/2016,7:41,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,1,RCKI,1,0,0,FALSE,MW,,windy,
21859,PANP-04-11-2016-1,2016,13/06/2016,7:41,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,1,GRAJ,2,0,0,FALSE,MW,,windy,
21860,PANP-04-11-2016-1,2016,13/06/2016,7:41,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,1,HAWO,1,0,0,FALSE,MW,,windy,
21861,PANP-04-12-2016-1,2016,13/06/2016,8:19,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Heavy,1,RCKI,1,0,0,FALSE,MW,,windy,
21862,PANP-04-12-2016-1,2016,13/06/2016,8:19,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Heavy,1,MAWA,1,0,1,FALSE,MW,,windy,
21863,PANP-04-12-2016-1,2016,13/06/2016,8:19,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Heavy,1,BBWA,1,0,0,FALSE,MW,,windy,
21864,PANP-04-12-2016-1,2016,13/06/2016,8:19,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Heavy,1,PISI,1,0,0,FALSE,MW,,windy,
21865,PANP-04-12-2016-1,2016,13/06/2016,8:19,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Heavy,1,WTSP,1,0,0,FALSE,MW,,windy,
21866,PANP-04-12-2016-1,2016,13/06/2016,8:19,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Heavy,1,SWTH,1,0,0,FALSE,MW,,windy,
21867,PANP-04-12-2016-1,2016,13/06/2016,8:19,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Heavy,1,RBNU,1,0,0,FALSE,MW,,windy,
21868,PANP-04-12-2016-1,2016,13/06/2016,8:19,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Heavy,1,RESQ,1,0,0,FALSE,MW,,windy,
21869,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,EVGR,0,0,1,FALSE,MW,,,
21870,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,RBNU,2,0,0,FALSE,MW,,,
21871,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,GCKI,0,0,2,FALSE,MW,,,
21872,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,YRWA,1,1,0,FALSE,MW,,,
21873,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,BBWA,0,1,0,FALSE,MW,,,
21874,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,BLBW,1,0,0,FALSE,MW,,,
21875,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,TEWA,1,0,0,FALSE,MW,,,
21876,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,BRCR,1,0,0,FALSE,MW,,,
21877,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,SWTH,1,0,1,FALSE,MW,,,
21878,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,WIWR,2,0,0,FALSE,MW,,,
21879,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,WTSP,1,0,0,FALSE,MW,,,
21880,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,TTWO,0,0,1,FALSE,MW,,,
21881,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,PISI,0,1,0,FALSE,MW,,,
21882,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,BOGU,2,0,0,FALSE,MW,,,
21883,PANP-04-13-2016-1,2016,19/06/2016,6:41,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,1,CHSP,1,0,0,FALSE,MW,,,
21884,PANP-04-14-2016-1,2016,13/06/2016,7:24,PANP-04-14,Crean Lake Road,4,14,13U,420756,5985510,,,,,Light,1,YRWA,1,0,0,FALSE,MW,,breezy,
21885,PANP-04-14-2016-1,2016,13/06/2016,7:24,PANP-04-14,Crean Lake Road,4,14,13U,420756,5985510,,,,,Light,1,MAWA,2,0,0,FALSE,MW,,breezy,
21886,PANP-04-14-2016-1,2016,13/06/2016,7:24,PANP-04-14,Crean Lake Road,4,14,13U,420756,5985510,,,,,Light,1,GCKI,1,0,0,FALSE,MW,,breezy,
21887,PANP-04-14-2016-1,2016,13/06/2016,7:24,PANP-04-14,Crean Lake Road,4,14,13U,420756,5985510,,,,,Light,1,RCKI,1,0,0,FALSE,MW,,breezy,
21888,PANP-04-14-2016-1,2016,13/06/2016,7:24,PANP-04-14,Crean Lake Road,4,14,13U,420756,5985510,,,,,Light,1,NAWA,1,0,0,FALSE,MW,,breezy,
21889,PANP-04-14-2016-1,2016,13/06/2016,7:24,PANP-04-14,Crean Lake Road,4,14,13U,420756,5985510,,,,,Light,1,RBNU,0,0,1,FALSE,MW,,breezy,
21890,PANP-04-14-2016-1,2016,13/06/2016,7:24,PANP-04-14,Crean Lake Road,4,14,13U,420756,5985510,,,,,Light,1,SWTH,1,0,0,FALSE,MW,,breezy,
21891,PANP-04-14-2016-1,2016,13/06/2016,7:24,PANP-04-14,Crean Lake Road,4,14,13U,420756,5985510,,,,,Light,1,WTSP,1,1,0,FALSE,MW,,breezy,
21892,PANP-04-14-2016-1,2016,13/06/2016,7:24,PANP-04-14,Crean Lake Road,4,14,13U,420756,5985510,,,,,Light,1,BBWA,1,0,0,FALSE,MW,,breezy,
21893,PANP-04-14-2016-1,2016,13/06/2016,7:24,PANP-04-14,Crean Lake Road,4,14,13U,420756,5985510,,,,,Light,1,GRAJ,1,0,0,FALSE,MW,,breezy,
21894,PANP-04-14-2016-1,2016,13/06/2016,7:24,PANP-04-14,Crean Lake Road,4,14,13U,420756,5985510,,,,,Light,1,BOGU,1,0,1,FALSE,MW,,breezy,
21895,PANP-04-14-2016-1,2016,13/06/2016,7:24,PANP-04-14,Crean Lake Road,4,14,13U,420756,5985510,,,,,Light,1,WIWR,1,0,0,FALSE,MW,,breezy,
21896,PANP-04-14-2016-1,2016,13/06/2016,7:24,PANP-04-14,Crean Lake Road,4,14,13U,420756,5985510,,,,,Light,1,RESQ,0,1,0,FALSE,MW,,breezy,
21897,PANP-04-16-2016-1,2016,13/06/2016,6:59,PANP-04-16,Crean Lake Road,4,16,13U,420039,5985774,,,,,Light,1,RCKI,2,0,0,FALSE,CS,,good PUFI,
21898,PANP-04-16-2016-1,2016,13/06/2016,6:59,PANP-04-16,Crean Lake Road,4,16,13U,420039,5985774,,,,,Light,1,PUFI,1,0,0,FALSE,CS,,good PUFI,
21899,PANP-04-16-2016-1,2016,13/06/2016,6:59,PANP-04-16,Crean Lake Road,4,16,13U,420039,5985774,,,,,Light,1,SWTH,1,0,0,FALSE,CS,,good PUFI,
21900,PANP-04-16-2016-1,2016,13/06/2016,6:59,PANP-04-16,Crean Lake Road,4,16,13U,420039,5985774,,,,,Light,1,PISI,0,1,0,FALSE,CS,,good PUFI,
21901,PANP-04-16-2016-1,2016,13/06/2016,6:59,PANP-04-16,Crean Lake Road,4,16,13U,420039,5985774,,,,,Light,1,NAWA,1,0,1,FALSE,CS,,good PUFI,
21902,PANP-04-16-2016-1,2016,13/06/2016,6:59,PANP-04-16,Crean Lake Road,4,16,13U,420039,5985774,,,,,Light,1,MOWA,1,0,1,FALSE,CS,,good PUFI,
21903,PANP-04-16-2016-1,2016,13/06/2016,6:59,PANP-04-16,Crean Lake Road,4,16,13U,420039,5985774,,,,,Light,1,WIWR,2,0,0,FALSE,CS,,good PUFI,
21904,PANP-04-16-2016-1,2016,13/06/2016,6:59,PANP-04-16,Crean Lake Road,4,16,13U,420039,5985774,,,,,Light,1,RBNU,0,0,2,FALSE,CS,,good PUFI,
21905,PANP-04-16-2016-1,2016,13/06/2016,6:59,PANP-04-16,Crean Lake Road,4,16,13U,420039,5985774,,,,,Light,1,CHSP,1,0,0,FALSE,CS,,good PUFI,
21906,PANP-04-16-2016-1,2016,13/06/2016,6:59,PANP-04-16,Crean Lake Road,4,16,13U,420039,5985774,,,,,Light,1,WTSP,2,0,0,FALSE,CS,,good PUFI,
21907,PANP-04-16-2016-1,2016,13/06/2016,6:59,PANP-04-16,Crean Lake Road,4,16,13U,420039,5985774,,,,,Light,1,COLO,0,1,1,FALSE,CS,,good PUFI,
